1,1
2,0
3,0
4,2
5,0
6,0
7,0
8,3
9,22
10,0
11,0
12,4
13,1
14,8
15,6
16,3
17,15
18,16
19,11
20,21
21,87
22,21
23,49
24,66
25,12
26,25
27,14
28,39
29,77
30,36
31,21
32,57
33,29
34,43
35,95
36,25
37,72
38,49
39,28
40,21
41,44
42,50
43,53
44,50
45,33
46,55
47,23
48,22
49,36
50,43
51,59
52,33
53,135
54,23
55,28
56,39
57,98
58,55
59,59
60,58
61,116
62,100
63,158
64,0
65,212
66,0
67,0
68,0
69,2171
70,2735
71,1764
72,3052
73,1948
74,1899
75,2243
76,2277
77,2715
78,4073
79,1716
80,1987
81,2439
82,1520
83,3278
84,2494
85,2084
86,3769
87,3016
88,2413
89,2458
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,487
100,183
101,24
102,55
103,33
104,16
105,236
106,70
107,16
108,115
109,26
110,78
111,68
112,135
113,76
114,5
115,146
116,0
117,41
118,8
119,297
120,52
121,64
122,839
123,92
124,142
125,23
126,61
127,48
128,38
129,0
130,121
131,165
132,139
133,0
134,0
135,19
136,101
137,76
138,0
139,0
140,229
141,0
142,2
143,60
144,128
145,0
146,1
147,72
148,1
149,3
150,43
151,20
152,65
153,6
154,80
155,0
156,0
157,0
158,0
159,67
160,0
161,0
162,114
163,0
164,0
165,0
166,55
167,1
168,0
169,0
170,64
171,127
172,221
173,0
174,62
175,0
176,92
177,214
178,0
179,0
180,0
181,0
182,0
183,0
184,65
185,0
186,0
187,0
188,0
189,24
190,0
191,53
192,0
193,0
194,0
195,202
196,0
197,1
198,0
199,1
200,104
201,0
202,0
203,55
204,0
205,0
206,0
207,23
208,0
209,0
210,0
211,0
212,32
213,1
214,0
215,0
216,0
217,0
218,66
219,0
220,0
221,0
222,0
223,23
224,0
225,0
226,0
227,3
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,45
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
